crop,year,season,state,area,production,fertilizer,pesticide,yield,n,p,k,ph,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Moong(Green Gram),2018,Kharif,punjab,3200.0,2700,519040.0,1120.0,0.882727273,150,50,40,8.0,23.57,1425.82,53.02
Moong(Green Gram),2018,Rabi,punjab,16300.0,14100,2643860.0,5705.0,0.8531818179999999,150,50,40,8.0,23.57,1425.82,53.02
Peas & beans (Pulses),2018,Rabi,punjab,3400.0,4400,551480.0,1190.0,1.257777778,150,50,40,8.0,23.57,1425.82,53.02
Rapeseed &Mustard,2018,Rabi,punjab,30500.0,46500,4947100.0,10675.0,1.476818182,150,50,40,8.0,23.57,1425.82,53.02
Rice,2018,Kharif,punjab,3103000.0,12822000,503306600.0,1086050.0,4.011818182,150,50,40,8.0,23.57,1425.82,53.02
Sesamum,2018,Kharif,punjab,2900.0,800,470380.0,1015.0,0.34125,150,50,40,8.0,23.57,1425.82,53.02
Sugarcane,2018,Whole Year,punjab,95000.0,7774000,15409000.0,33250.0,81.23666667,150,50,40,8.0,23.57,1425.82,53.02
Sunflower,2018,Rabi,punjab,5000.0,9700,811000.0,1750.0,1.8875,150,50,40,8.0,23.57,1425.82,53.02
Urad,2018,Kharif,punjab,2000.0,1100,324400.0,700.0,0.7,150,50,40,8.0,23.57,1425.82,53.02
Wheat,2018,Rabi,punjab,3520000.0,18262000,570944000.0,1232000.0,5.068636364,150,50,40,8.0,23.57,1425.82,53.02
Arhar/Tur,2018,Kharif,telangana,295753.0,191176,47971136.6,103513.55,0.7115625,77,48,24,7.0,26.52,551.12,53.79
Arhar/Tur,2018,Rabi,telangana,360.0,221,58392.0,126.0,0.675384615,77,48,24,7.0,26.52,551.12,53.79
Bajra,2018,Kharif,telangana,519.0,258,84181.8,181.65,0.455714286,77,48,24,7.0,26.52,551.12,53.79
Bajra,2018,Rabi,telangana,7459.0,3706,1209849.8,2610.65,0.25,77,48,24,7.0,26.52,551.12,53.79
Banana,2018,Kharif,telangana,1518.0,93466,246219.6,531.3,61.47185185,77,48,24,7.0,26.52,551.12,53.79
Cashewnut,2018,Kharif,telangana,1509.0,371,244759.8,528.15,0.246666667,77,48,24,7.0,26.52,551.12,53.79
Castor seed,2018,Kharif,telangana,19489.0,14853,3161115.8,6821.15,0.7240000000000001,77,48,24,7.0,26.52,551.12,53.79
Castor seed,2018,Rabi,telangana,463.0,304,75098.6,162.05,0.7855555559999999,77,48,24,7.0,26.52,551.12,53.79
Coriander,2018,Kharif,telangana,7.0,7,1135.4,2.45,1.0,77,48,24,7.0,26.52,551.12,53.79
Coriander,2018,Rabi,telangana,1005.0,1004,163011.0,351.75,0.992727273,77,48,24,7.0,26.52,551.12,53.79
Cotton(lint),2018,Kharif,telangana,1839735.0,3847336,298405017.0,643907.25,2.184375,77,48,24,7.0,26.52,551.12,53.79
Cowpea(Lobia),2018,Kharif,telangana,1310.0,1045,212482.0,458.5,0.81,77,48,24,7.0,26.52,551.12,53.79
Cowpea(Lobia),2018,Rabi,telangana,3925.0,4411,636635.0,1373.75,1.134090909,77,48,24,7.0,26.52,551.12,53.79
Dry chillies,2018,Kharif,telangana,74559.0,320087,12093469.8,26095.65,4.320967742,77,48,24,7.0,26.52,551.12,53.79
Dry chillies,2018,Rabi,telangana,7962.0,48929,1291436.4,2786.7,6.026666667000001,77,48,24,7.0,26.52,551.12,53.79
Garlic,2018,Rabi,telangana,86.0,220,13949.2,30.1,2.463333333,77,48,24,7.0,26.52,551.12,53.79
Ginger,2018,Kharif,telangana,1615.0,11166,261953.0,565.25,6.954,77,48,24,7.0,26.52,551.12,53.79
Ginger,2018,Rabi,telangana,8.0,55,1297.6,2.8,6.915,77,48,24,7.0,26.52,551.12,53.79
Gram,2018,Rabi,telangana,104391.0,163835,16932220.2,36536.85,1.575,77,48,24,7.0,26.52,551.12,53.79
Groundnut,2018,Kharif,telangana,13157.0,32947,2134065.4,4604.95,2.4395652169999997,77,48,24,7.0,26.52,551.12,53.79
Groundnut,2018,Rabi,telangana,113355.0,282189,18386181.0,39674.25,2.329,77,48,24,7.0,26.52,551.12,53.79
Horse-gram,2018,Kharif,telangana,144.0,92,23356.8,50.4,0.654,77,48,24,7.0,26.52,551.12,53.79
Horse-gram,2018,Rabi,telangana,736.0,467,119379.2,257.6,0.668571429,77,48,24,7.0,26.52,551.12,53.79
Jowar,2018,Kharif,telangana,34894.0,32485,5659806.8,12212.9,0.9419047620000001,77,48,24,7.0,26.52,551.12,53.79
Jowar,2018,Rabi,telangana,21185.0,35026,3436207.0,7414.75,1.624230769,77,48,24,7.0,26.52,551.12,53.79
Maize,2018,Kharif,telangana,426342.0,1323976,69152672.4,149219.7,3.95625,77,48,24,7.0,26.52,551.12,53.79
Maize,2018,Rabi,telangana,116724.0,759015,18932632.8,40853.4,6.026451613,77,48,24,7.0,26.52,551.12,53.79
Moong(Green Gram),2018,Kharif,telangana,65643.0,41307,10647294.6,22975.05,0.618,77,48,24,7.0,26.52,551.12,53.79
Moong(Green Gram),2018,Rabi,telangana,6648.0,6301,1078305.6,2326.8,0.961923077,77,48,24,7.0,26.52,551.12,53.79
Onion,2018,Kharif,telangana,4812.0,62954,780506.4,1684.2,12.82,77,48,24,7.0,26.52,551.12,53.79
Onion,2018,Rabi,telangana,7422.0,216343,1203848.4,2597.7,28.15518519,77,48,24,7.0,26.52,551.12,53.79
Potato,2018,Kharif,telangana,8.0,24,1297.6,2.8,3.0,77,48,24,7.0,26.52,551.12,53.79
Potato,2018,Rabi,telangana,1939.0,36016,314505.8,678.65,16.048,77,48,24,7.0,26.52,551.12,53.79
Ragi,2018,Kharif,telangana,1034.0,1011,167714.8,361.9,0.9742857140000001,77,48,24,7.0,26.52,551.12,53.79
Ragi,2018,Rabi,telangana,176.0,173,28547.2,61.6,0.9942857140000001,77,48,24,7.0,26.52,551.12,53.79
Rice,2018,Kharif,telangana,1189264.0,4135049,192898620.8,416242.4,3.3065625,77,48,24,7.0,26.52,551.12,53.79
Rice,2018,Rabi,telangana,742508.0,2533895,120434797.6,259877.8,3.208125,77,48,24,7.0,26.52,551.12,53.79
Safflower,2018,Rabi,telangana,2552.0,1543,413934.4,893.2,0.7490000000000001,77,48,24,7.0,26.52,551.12,53.79
Sesamum,2018,Kharif,telangana,770.0,132,124894.0,269.5,0.16785714300000001,77,48,24,7.0,26.52,551.12,53.79
Sesamum,2018,Rabi,telangana,16893.0,11831,2740044.6,5912.55,0.6877272729999999,77,48,24,7.0,26.52,551.12,53.79
Small millets,2018,Kharif,telangana,96.0,97,15571.2,33.6,0.986666667,77,48,24,7.0,26.52,551.12,53.79
Small millets,2018,Rabi,telangana,24.0,24,3892.8,8.4,1.0,77,48,24,7.0,26.52,551.12,53.79
Soyabean,2018,Kharif,telangana,148113.0,234599,24023928.6,51839.55,1.544705882,77,48,24,7.0,26.52,551.12,53.79
Sugarcane,2018,Kharif,telangana,39824.0,3169577,6459452.8,13938.4,80.47047619,77,48,24,7.0,26.52,551.12,53.79
Sunflower,2018,Kharif,telangana,124.0,243,20112.8,43.4,1.98,77,48,24,7.0,26.52,551.12,53.79
Sunflower,2018,Rabi,telangana,2414.0,4733,391550.8,844.9,1.984,77,48,24,7.0,26.52,551.12,53.79
Sweet potato,2018,Kharif,telangana,6.0,38,973.2,2.1,6.33,77,48,24,7.0,26.52,551.12,53.79
Sweet potato,2018,Rabi,telangana,83.0,527,13462.6,29.05,6.35,77,48,24,7.0,26.52,551.12,53.79
Tobacco,2018,Kharif,telangana,1150.0,3423,186530.0,402.5,4.306666667,77,48,24,7.0,26.52,551.12,53.79
Tobacco,2018,Rabi,telangana,2891.0,9132,468920.2,1011.85,4.26,77,48,24,7.0,26.52,551.12,53.79
Turmeric,2018,Kharif,telangana,53104.0,345270,8613468.8,18586.4,6.31,77,48,24,7.0,26.52,551.12,53.79
Urad,2018,Kharif,telangana,26783.0,22628,4344202.6,9374.05,0.862307692,77,48,24,7.0,26.52,551.12,53.79
Urad,2018,Rabi,telangana,5289.0,7828,857875.8,1851.15,1.3956,77,48,24,7.0,26.52,551.12,53.79
Wheat,2018,Rabi,telangana,4844.0,9093,785696.8,1695.4,1.807,77,48,24,7.0,26.52,551.12,53.79
Arhar/Tur,2018,Kharif,tripura,5533.0,4279,897452.6,1936.55,0.7675,62,20,35,5.9,24.74,2745.03,79.71
Cotton(lint),2018,Kharif,tripura,812.0,1216,131706.4,284.2,1.4175,62,20,35,5.9,24.74,2745.03,79.71
Cowpea(Lobia),2018,Kharif,tripura,4145.0,3215,672319.0,1450.75,0.765,62,20,35,5.9,24.74,2745.03,79.71
Gram,2018,Rabi,tripura,257.0,172,41685.4,89.95,0.67,62,20,35,5.9,24.74,2745.03,79.71
Groundnut,2018,Kharif,tripura,1257.0,1670,203885.4,439.95,1.31625,62,20,35,5.9,24.74,2745.03,79.71
Groundnut,2018,Rabi,tripura,994.0,1430,161226.8,347.9,1.43,62,20,35,5.9,24.74,2745.03,79.71
Jowar,2018,Kharif,tripura,563.0,450,91318.6,197.05,0.77875,62,20,35,5.9,24.74,2745.03,79.71
Jowar,2018,Rabi,tripura,397.0,317,64393.4,138.95,0.796666667,62,20,35,5.9,24.74,2745.03,79.71
Jute,2018,Kharif,tripura,656.0,5838,106403.2,229.6,9.015,62,20,35,5.9,24.74,2745.03,79.71
Khesari,2018,Rabi,tripura,28.0,18,4541.6,9.8,0.652,62,20,35,5.9,24.74,2745.03,79.71
Maize,2018,Kharif,tripura,13519.0,17430,2192781.8,4731.65,1.3075,62,20,35,5.9,24.74,2745.03,79.71
Maize,2018,Rabi,tripura,2463.0,5265,399498.6,862.05,2.12375,62,20,35,5.9,24.74,2745.03,79.71
Masoor,2018,Rabi,tripura,2515.0,1876,407933.0,880.25,0.73625,62,20,35,5.9,24.74,2745.03,79.71
Mesta,2018,Kharif,tripura,493.0,4118,79964.6,172.55,8.14625,62,20,35,5.9,24.74,2745.03,79.71
Moong(Green Gram),2018,Kharif,tripura,2082.0,1255,337700.4,728.7,0.60125,62,20,35,5.9,24.74,2745.03,79.71
Moong(Green Gram),2018,Rabi,tripura,1961.0,1303,318074.2,686.35,0.66625,62,20,35,5.9,24.74,2745.03,79.71
Other  Rabi pulses,2018,Rabi,tripura,857.0,724,139005.4,299.95,0.8575,62,20,35,5.9,24.74,2745.03,79.71
Other Kharif pulses,2018,Kharif,tripura,123.0,119,19950.6,43.05,0.9179999999999999,62,20,35,5.9,24.74,2745.03,79.71
Peas & beans (Pulses),2018,Rabi,tripura,3393.0,2850,550344.6,1187.55,0.84,62,20,35,5.9,24.74,2745.03,79.71
Rapeseed &Mustard,2018,Rabi,tripura,7729.0,6424,1253643.8,2705.15,0.83125,62,20,35,5.9,24.74,2745.03,79.71
Rice,2018,Autumn,tripura,35340.0,93453,5732148.0,12369.0,2.50625,62,20,35,5.9,24.74,2745.03,79.71
Rice,2018,Kharif,tripura,15382.0,16267,2494960.4,5383.7,1.05375,62,20,35,5.9,24.74,2745.03,79.71
Rice,2018,Summer,tripura,70742.0,232551,11474352.4,24759.7,3.0775,62,20,35,5.9,24.74,2745.03,79.71
Rice,2018,Winter,tripura,147900.0,450930,23989380.0,51765.0,3.03375,62,20,35,5.9,24.74,2745.03,79.71
Sesamum,2018,Kharif,tripura,6967.0,4332,1130047.4,2438.45,0.63375,62,20,35,5.9,24.74,2745.03,79.71
Small millets,2018,Kharif,tripura,583.0,466,94562.6,204.05,0.83875,62,20,35,5.9,24.74,2745.03,79.71
Soyabean,2018,Kharif,tripura,56.0,41,9083.2,19.6,0.7583333329999999,62,20,35,5.9,24.74,2745.03,79.71
Soyabean,2018,Rabi,tripura,45.0,36,7299.0,15.75,0.818,62,20,35,5.9,24.74,2745.03,79.71
Sugarcane,2018,Whole Year,tripura,662.0,35914,107376.4,231.7,55.4425,62,20,35,5.9,24.74,2745.03,79.71
Urad,2018,Kharif,tripura,2526.0,1471,409717.2,884.1,0.58625,62,20,35,5.9,24.74,2745.03,79.71
Urad,2018,Rabi,tripura,2334.0,1634,378574.8,816.9,0.69875,62,20,35,5.9,24.74,2745.03,79.71
Wheat,2018,Rabi,tripura,157.0,332,25465.4,54.95,2.08625,62,20,35,5.9,24.74,2745.03,79.71
other oilseeds,2018,Rabi,tripura,53.0,41,8596.6,18.55,0.755,62,20,35,5.9,24.74,2745.03,79.71
Arhar/Tur,2018,Kharif,uttar pradesh,250575.0,271683,40643265.0,87701.25,1.021111111,120,45,35,7.6,25.95,1381.52,52.36
Bajra,2018,Kharif,uttar pradesh,876724.0,1779291,142204632.8,306853.4,1.701290323,120,45,35,7.6,25.95,1381.52,52.36
Banana,2018,Summer,uttar pradesh,70471.0,3222568,11430396.2,24664.85,45.99080645,120,45,35,7.6,25.95,1381.52,52.36
Barley,2018,Rabi,uttar pradesh,150880.0,454980,24472736.0,52808.0,3.080810811,120,45,35,7.6,25.95,1381.52,52.36
Coriander,2018,Rabi,uttar pradesh,6635.0,5259,1076197.0,2322.25,0.79421875,120,45,35,7.6,25.95,1381.52,52.36
Cotton(lint),2018,Kharif,uttar pradesh,5699.0,1953,924377.8,1994.65,0.39333333299999995,120,45,35,7.6,25.95,1381.52,52.36
Dry chillies,2018,Kharif,uttar pradesh,13763.0,12716,2232358.6,4817.05,0.938333333,120,45,35,7.6,25.95,1381.52,52.36
Garlic,2018,Rabi,uttar pradesh,34313.0,227337,5565568.6,12009.55,6.654,120,45,35,7.6,25.95,1381.52,52.36
Ginger,2018,Kharif,uttar pradesh,904.0,4294,146628.8,316.4,4.7475,120,45,35,7.6,25.95,1381.52,52.36
Gram,2018,Rabi,uttar pradesh,572383.0,727945,92840522.6,200334.05,1.325384615,120,45,35,7.6,25.95,1381.52,52.36
Groundnut,2018,Kharif,uttar pradesh,101032.0,100470,16387390.4,35361.2,1.026129032,120,45,35,7.6,25.95,1381.52,52.36
Guar seed,2018,Kharif,uttar pradesh,2024.0,1451,328292.8,708.4,0.7145,120,45,35,7.6,25.95,1381.52,52.36
Jowar,2018,Kharif,uttar pradesh,147490.0,183966,23922878.0,51621.5,1.185,120,45,35,7.6,25.95,1381.52,52.36
Linseed,2018,Rabi,uttar pradesh,27870.0,17579,4520514.0,9754.5,0.635416667,120,45,35,7.6,25.95,1381.52,52.36
Maize,2018,Kharif,uttar pradesh,673768.0,1392479,109285169.6,235818.8,1.9284,120,45,35,7.6,25.95,1381.52,52.36
Maize,2018,Rabi,uttar pradesh,13442.0,37694,2180292.4,4704.7,2.801395349,120,45,35,7.6,25.95,1381.52,52.36
Maize,2018,Summer,uttar pradesh,45815.0,94700,7431193.0,16035.25,2.0613333330000003,120,45,35,7.6,25.95,1381.52,52.36
Masoor,2018,Rabi,uttar pradesh,475681.0,488137,77155458.2,166488.35,1.00472973,120,45,35,7.6,25.95,1381.52,52.36
Moong(Green Gram),2018,Kharif,uttar pradesh,50515.0,21427,8193533.0,17680.25,0.486231884,120,45,35,7.6,25.95,1381.52,52.36
Moong(Green Gram),2018,Summer,uttar pradesh,41462.0,34413,6725136.4,14511.7,0.794444444,120,45,35,7.6,25.95,1381.52,52.36
Onion,2018,Rabi,uttar pradesh,14729.0,227984,2389043.8,5155.15,15.80146667,120,45,35,7.6,25.95,1381.52,52.36
Onion,2018,Summer,uttar pradesh,12749.0,150144,2067887.8,4462.15,11.87676056,120,45,35,7.6,25.95,1381.52,52.36
Peas & beans (Pulses),2018,Rabi,uttar pradesh,333220.0,539012,54048284.0,116627.0,1.507702703,120,45,35,7.6,25.95,1381.52,52.36
Potato,2018,Rabi,uttar pradesh,571399.0,17056711,92680917.8,199989.65,27.7596,120,45,35,7.6,25.95,1381.52,52.36
Rapeseed &Mustard,2018,Rabi,uttar pradesh,753181.0,1117198,122165958.2,263613.35,1.237733333,120,45,35,7.6,25.95,1381.52,52.36
Rice,2018,Kharif,uttar pradesh,5894983.0,15932429,956166242.6,2063244.05,2.6056,120,45,35,7.6,25.95,1381.52,52.36
Rice,2018,Summer,uttar pradesh,29145.0,87266,4727319.0,10200.75,2.662631579,120,45,35,7.6,25.95,1381.52,52.36
Sannhamp,2018,Kharif,uttar pradesh,1770.0,340,287094.0,619.5,0.164193548,120,45,35,7.6,25.95,1381.52,52.36
Sesamum,2018,Kharif,uttar pradesh,327257.0,74028,53081085.4,114539.95,0.21690140800000002,120,45,35,7.6,25.95,1381.52,52.36
Small millets,2018,Kharif,uttar pradesh,6078.0,4589,985851.6,2127.3,0.75,120,45,35,7.6,25.95,1381.52,52.36
Small millets,2018,Summer,uttar pradesh,63.0,57,10218.6,22.05,0.95,120,45,35,7.6,25.95,1381.52,52.36
Soyabean,2018,Kharif,uttar pradesh,22722.0,20472,3685508.4,7952.7,0.902307692,120,45,35,7.6,25.95,1381.52,52.36
Sugarcane,2018,Kharif,uttar pradesh,2223805.0,179698158,360701171.0,778331.75,68.77786667,120,45,35,7.6,25.95,1381.52,52.36
Sunflower,2018,Summer,uttar pradesh,1245.0,1699,201939.0,435.75,1.359090909,120,45,35,7.6,25.95,1381.52,52.36
Sweet potato,2018,Kharif,uttar pradesh,15693.0,180243,2545404.6,5492.55,11.44955882,120,45,35,7.6,25.95,1381.52,52.36
Tobacco,2018,Rabi,uttar pradesh,25327.0,54342,4108039.4,8864.45,2.135416667,120,45,35,7.6,25.95,1381.52,52.36
Tobacco,2018,Summer,uttar pradesh,1025.0,2472,166255.0,358.75,2.37875,120,45,35,7.6,25.95,1381.52,52.36
Turmeric,2018,Rabi,uttar pradesh,1420.0,1913,230324.0,497.0,1.254230769,120,45,35,7.6,25.95,1381.52,52.36
Urad,2018,Kharif,uttar pradesh,521486.0,289614,84585029.2,182520.1,0.6722972970000001,120,45,35,7.6,25.95,1381.52,52.36
Urad,2018,Summer,uttar pradesh,45514.0,35754,7382370.8,15929.9,0.82265625,120,45,35,7.6,25.95,1381.52,52.36
Wheat,2018,Rabi,uttar pradesh,9855900.0,38039724,1598626980.0,3449565.0,3.8556,120,45,35,7.6,25.95,1381.52,52.36
Arhar/Tur,2018,Kharif,uttarakhand,3199.0,2571,518877.8,1119.65,0.745833333,80,24,38,6.4,17.97,1510.52,57.73
Barley,2018,Rabi,uttarakhand,18926.0,27023,3069797.2,6624.1,1.435384615,80,24,38,6.4,17.97,1510.52,57.73
Garlic,2018,Whole Year,uttarakhand,4384.0,32761,711084.8,1534.4,6.039130435,80,24,38,6.4,17.97,1510.52,57.73
Gram,2018,Rabi,uttarakhand,795.0,646,128949.0,278.25,0.76,80,24,38,6.4,17.97,1510.52,57.73
Groundnut,2018,Kharif,uttarakhand,709.0,735,114999.8,248.15,1.025,80,24,38,6.4,17.97,1510.52,57.73
Horse-gram,2018,Kharif,uttarakhand,12898.0,11419,2092055.6,4514.3,0.885454545,80,24,38,6.4,17.97,1510.52,57.73
Linseed,2018,Rabi,uttarakhand,13.0,13,2108.6,4.55,1.0,80,24,38,6.4,17.97,1510.52,57.73
Maize,2018,Kharif,uttarakhand,21266.0,40107,3449345.2,7443.1,1.77,80,24,38,6.4,17.97,1510.52,57.73
Maize,2018,Summer,uttarakhand,118.0,166,19139.6,41.3,1.656,80,24,38,6.4,17.97,1510.52,57.73
Masoor,2018,Rabi,uttarakhand,8981.0,7891,1456718.2,3143.35,0.848461538,80,24,38,6.4,17.97,1510.52,57.73
Moong(Green Gram),2018,Kharif,uttarakhand,1.0,1,162.2,0.35,1.0,80,24,38,6.4,17.97,1510.52,57.73
Moth,2018,Kharif,uttarakhand,20.0,9,3244.0,7.0,0.48,80,24,38,6.4,17.97,1510.52,57.73
Onion,2018,Whole Year,uttarakhand,3345.0,53748,542559.0,1170.75,16.14384615,80,24,38,6.4,17.97,1510.52,57.73
Other  Rabi pulses,2018,Rabi,uttarakhand,5.0,3,811.0,1.75,0.666666667,80,24,38,6.4,17.97,1510.52,57.73
Other Cereals,2018,Kharif,uttarakhand,768.0,407,124569.6,268.8,0.561428571,80,24,38,6.4,17.97,1510.52,57.73
Other Cereals,2018,Rabi,uttarakhand,755.0,568,122461.0,264.25,0.74,80,24,38,6.4,17.97,1510.52,57.73
Other Kharif pulses,2018,Kharif,uttarakhand,14373.0,15537,2331300.6,5030.55,1.035454545,80,24,38,6.4,17.97,1510.52,57.73
Other Summer Pulses,2018,Summer,uttarakhand,3.0,2,486.6,1.05,0.67,80,24,38,6.4,17.97,1510.52,57.73
Peas & beans (Pulses),2018,Rabi,uttarakhand,5552.0,5551,900534.4,1943.2,0.718461538,80,24,38,6.4,17.97,1510.52,57.73
Potato,2018,Kharif,uttarakhand,6970.0,69123,1130534.0,2439.5,10.552999999999999,80,24,38,6.4,17.97,1510.52,57.73
Potato,2018,Rabi,uttarakhand,4955.0,60075,803701.0,1734.25,11.87384615,80,24,38,6.4,17.97,1510.52,57.73
Ragi,2018,Kharif,uttarakhand,94004.0,114457,15247448.8,32901.4,1.364545455,80,24,38,6.4,17.97,1510.52,57.73
Rapeseed &Mustard,2018,Rabi,uttarakhand,13144.0,12258,2131956.8,4600.4,0.8630769229999999,80,24,38,6.4,17.97,1510.52,57.73
Rice,2018,Kharif,uttarakhand,243666.0,574963,39522625.2,85283.1,1.804615385,80,24,38,6.4,17.97,1510.52,57.73
Rice,2018,Summer,uttarakhand,15682.0,51570,2543620.4,5488.7,3.2833333330000003,80,24,38,6.4,17.97,1510.52,57.73
Sesamum,2018,Kharif,uttarakhand,1848.0,550,299745.6,646.8,0.260833333,80,24,38,6.4,17.97,1510.52,57.73
Small millets,2018,Kharif,uttarakhand,53829.0,68899,8731063.8,18840.15,1.2363636359999999,80,24,38,6.4,17.97,1510.52,57.73
Soyabean,2018,Kharif,uttarakhand,9054.0,9681,1468558.8,3168.9,0.9591666670000001,80,24,38,6.4,17.97,1510.52,57.73
Sugarcane,2018,Whole Year,uttarakhand,92863.0,6459016,15062378.6,32502.05,73.1,80,24,38,6.4,17.97,1510.52,57.73
Sunflower,2018,Kharif,uttarakhand,5.0,3,811.0,1.75,0.6,80,24,38,6.4,17.97,1510.52,57.73
Sunflower,2018,Summer,uttarakhand,3.0,3,486.6,1.05,1.0,80,24,38,6.4,17.97,1510.52,57.73
Tobacco,2018,Whole Year,uttarakhand,1.0,2,162.2,0.35,2.0,80,24,38,6.4,17.97,1510.52,57.73
Turmeric,2018,Whole Year,uttarakhand,1308.0,4092,212157.6,457.8,2.91,80,24,38,6.4,17.97,1510.52,57.73
Urad,2018,Kharif,uttarakhand,12491.0,10727,2026040.2,4371.85,0.950769231,80,24,38,6.4,17.97,1510.52,57.73
Urad,2018,Summer,uttarakhand,49.0,32,7947.8,17.15,0.825,80,24,38,6.4,17.97,1510.52,57.73
Wheat,2018,Rabi,uttarakhand,307452.0,927657,49868714.4,107608.2,2.349230769,80,24,38,6.4,17.97,1510.52,57.73
other oilseeds,2018,Kharif,uttarakhand,17.0,16,2757.4,5.95,0.8225,80,24,38,6.4,17.97,1510.52,57.73
other oilseeds,2018,Rabi,uttarakhand,8.0,5,1297.6,2.8,0.583333333,80,24,38,6.4,17.97,1510.52,57.73
Arhar/Tur,2018,Rabi,west bengal,3605.0,5564,584731.0,1261.75,1.621875,85,40,45,6.2,25.54,1433.2,73.36
Bajra,2018,Kharif,west bengal,71.0,29,11516.2,24.85,0.41,85,40,45,6.2,25.54,1433.2,73.36
Barley,2018,Rabi,west bengal,665.0,1009,107863.0,232.75,1.4925,85,40,45,6.2,25.54,1433.2,73.36
Castor seed,2018,Kharif,west bengal,19.0,11,3081.8,6.65,0.58,85,40,45,6.2,25.54,1433.2,73.36
Coconut,2018,Whole Year,west bengal,30815.0,385025000,4998193.0,10785.25,12018.40727,85,40,45,6.2,25.54,1433.2,73.36
Cotton(lint),2018,Kharif,west bengal,360.0,1753,58392.0,126.0,4.87,85,40,45,6.2,25.54,1433.2,73.36
Gram,2018,Rabi,west bengal,35907.0,42338,5824115.4,12567.45,1.097,85,40,45,6.2,25.54,1433.2,73.36
Groundnut,2018,Autumn,west bengal,3917.0,3856,635337.4,1370.95,1.301666667,85,40,45,6.2,25.54,1433.2,73.36
Groundnut,2018,Rabi,west bengal,9748.0,18896,1581125.6,3411.8,1.654375,85,40,45,6.2,25.54,1433.2,73.36
Groundnut,2018,Summer,west bengal,53347.0,165221,8652883.4,18671.45,2.8405555560000004,85,40,45,6.2,25.54,1433.2,73.36
Horse-gram,2018,Rabi,west bengal,1405.0,697,227891.0,491.75,0.568571429,85,40,45,6.2,25.54,1433.2,73.36
Jowar,2018,Autumn,west bengal,64.0,30,10380.8,22.4,0.47,85,40,45,6.2,25.54,1433.2,73.36
Jute,2018,Kharif,west bengal,518259.0,6669698,84061609.8,181390.65,25.43055556,85,40,45,6.2,25.54,1433.2,73.36
Khesari,2018,Rabi,west bengal,92500.0,72804,15003500.0,32375.0,0.858095238,85,40,45,6.2,25.54,1433.2,73.36
Linseed,2018,Rabi,west bengal,3945.0,1759,639879.0,1380.75,0.437058824,85,40,45,6.2,25.54,1433.2,73.36
Maize,2018,Autumn,west bengal,53660.0,182239,8703652.0,18781.0,3.2366666669999997,85,40,45,6.2,25.54,1433.2,73.36
Maize,2018,Rabi,west bengal,102911.0,745795,16692164.2,36018.85,4.09,85,40,45,6.2,25.54,1433.2,73.36
Maize,2018,Summer,west bengal,107731.0,804847,17473968.2,37705.85,3.972380952,85,40,45,6.2,25.54,1433.2,73.36
Masoor,2018,Rabi,west bengal,170200.0,141070,27606440.0,59570.0,0.846666667,85,40,45,6.2,25.54,1433.2,73.36
Mesta,2018,Kharif,west bengal,10751.0,130963,1743812.2,3762.85,10.75538462,85,40,45,6.2,25.54,1433.2,73.36
Moong(Green Gram),2018,Kharif,west bengal,2594.0,1948,420746.8,907.9,0.79,85,40,45,6.2,25.54,1433.2,73.36
Moong(Green Gram),2018,Rabi,west bengal,965.0,684,156523.0,337.75,0.694444444,85,40,45,6.2,25.54,1433.2,73.36
Moong(Green Gram),2018,Summer,west bengal,61018.0,29205,9897119.6,21356.3,0.95,85,40,45,6.2,25.54,1433.2,73.36
Niger seed,2018,Kharif,west bengal,1184.0,593,192044.8,414.4,0.493333333,85,40,45,6.2,25.54,1433.2,73.36
Other  Rabi pulses,2018,Rabi,west bengal,700.0,525,113540.0,245.0,0.75,85,40,45,6.2,25.54,1433.2,73.36
Other Kharif pulses,2018,Kharif,west bengal,1840.0,1230,298448.0,644.0,0.6559999999999999,85,40,45,6.2,25.54,1433.2,73.36
Peas & beans (Pulses),2018,Rabi,west bengal,17100.0,20010,2773620.0,5985.0,1.2057142859999999,85,40,45,6.2,25.54,1433.2,73.36
Potato,2018,Rabi,west bengal,436042.0,11052272,70726012.4,152614.7,27.25909091,85,40,45,6.2,25.54,1433.2,73.36
Potato,2018,Summer,west bengal,1635.0,19421,265197.0,572.25,8.02,85,40,45,6.2,25.54,1433.2,73.36
Ragi,2018,Autumn,west bengal,3274.0,2929,531042.8,1145.9,0.74,85,40,45,6.2,25.54,1433.2,73.36
Rapeseed &Mustard,2018,Rabi,west bengal,605933.0,734557,98282332.6,212076.55,0.98,85,40,45,6.2,25.54,1433.2,73.36
Rice,2018,Autumn,west bengal,230980.0,609496,37464956.0,80843.0,2.6723809519999997,85,40,45,6.2,25.54,1433.2,73.36
Rice,2018,Summer,west bengal,1279500.0,4615344,207534900.0,447825.0,3.45952381,85,40,45,6.2,25.54,1433.2,73.36
Rice,2018,Winter,west bengal,4002092.0,11282409,649139322.4,1400732.2,2.744545455,85,40,45,6.2,25.54,1433.2,73.36
Safflower,2018,Kharif,west bengal,6.0,4,973.2,2.1,0.67,85,40,45,6.2,25.54,1433.2,73.36
Sannhamp,2018,Kharif,west bengal,434.0,1705,70394.8,151.9,4.336,85,40,45,6.2,25.54,1433.2,73.36
